Frame Number,Moods
691,"[['calm', 0.3656254708766937], ['sad', 0.2657501697540283], ['happy', 0.12427053600549698], ['angry', 0.07509815692901611], ['tired', 0.06419818103313446]]"
692,"[['calm', 0.362371027469635], ['sad', 0.28354376554489136], ['happy', 0.12320540845394135], ['angry', 0.07909701764583588], ['tired', 0.06822691857814789]]"
693,"[['calm', 0.3756383955478668], ['sad', 0.29296547174453735], ['happy', 0.12123604118824005], ['angry', 0.08886030316352844], ['tired', 0.07327896356582642]]"
694,"[['calm', 0.3890767991542816], ['sad', 0.32082653045654297], ['happy', 0.12616850435733795], ['angry', 0.09617346525192261], ['tired', 0.07105682790279388]]"
695,"[['calm', 0.4180411696434021], ['sad', 0.336006760597229], ['happy', 0.12792693078517914], ['angry', 0.11319282650947571], ['tired', 0.06612014025449753]]"
696,"[['calm', 0.4304749369621277], ['sad', 0.33279985189437866], ['happy', 0.13888540863990784], ['angry', 0.1263704001903534], ['serious', 0.06543948501348495]]"
697,"[['calm', 0.4478987455368042], ['sad', 0.3318789303302765], ['happy', 0.15073996782302856], ['angry', 0.13185887038707733], ['serious', 0.07028143107891083]]"
698,"[['calm', 0.46017569303512573], ['sad', 0.33632606267929077], ['happy', 0.1547759622335434], ['angry', 0.13130615651607513], ['serious', 0.07306046038866043]]"
699,"[['calm', 0.4800370931625366], ['sad', 0.35071319341659546], ['happy', 0.15725268423557281], ['angry', 0.13070924580097198], ['serious', 0.076837919652462]]"
700,"[['calm', 0.49195483326911926], ['sad', 0.3559809923171997], ['happy', 0.1538204550743103], ['angry', 0.1356130689382553], ['serious', 0.08054476976394653]]"
701,"[['calm', 0.4983798563480377], ['sad', 0.3567095696926117], ['happy', 0.1499248445034027], ['angry', 0.1417548507452011], ['serious', 0.08074291795492172]]"
702,"[['calm', 0.5001655220985413], ['sad', 0.3656114935874939], ['happy', 0.15007001161575317], ['angry', 0.1423681527376175], ['serious', 0.07909046113491058]]"
703,"[['calm', 0.4977480173110962], ['sad', 0.37412387132644653], ['happy', 0.15345615148544312], ['angry', 0.13306854665279388], ['serious', 0.07686194777488708]]"
704,"[['calm', 0.5039703249931335], ['sad', 0.38860440254211426], ['happy', 0.14950069785118103], ['angry', 0.11908721178770065], ['serious', 0.07320552319288254]]"
705,"[['calm', 0.5040494203567505], ['sad', 0.38920193910598755], ['happy', 0.1328464150428772], ['angry', 0.11262261122465134], ['serious', 0.07083192467689514]]"
706,"[['calm', 0.49118703603744507], ['sad', 0.39780712127685547], ['happy', 0.13536636531352997], ['angry', 0.100128173828125], ['tired', 0.0676729828119278]]"
707,"[['calm', 0.5073202848434448], ['sad', 0.4084455966949463], ['happy', 0.13696034252643585], ['angry', 0.08493431657552719], ['tired', 0.06662162393331528]]"
708,"[['calm', 0.5020734071731567], ['sad', 0.41650471091270447], ['happy', 0.14516982436180115], ['angry', 0.07952478528022766], ['tired', 0.06515558809041977]]"
709,"[['calm', 0.5034094452857971], ['sad', 0.41837525367736816], ['happy', 0.13563069701194763], ['angry', 0.08102446794509888], ['tired', 0.06443414837121964]]"
710,"[['calm', 0.49469053745269775], ['sad', 0.43203556537628174], ['happy', 0.13964353501796722], ['angry', 0.07364960759878159], ['tired', 0.06537165492773056]]"
711,"[['calm', 0.49603718519210815], ['sad', 0.44179168343544006], ['happy', 0.15027572214603424], ['angry', 0.07475709915161133], ['tired', 0.06392902880907059]]"
712,"[['calm', 0.49094292521476746], ['sad', 0.438614159822464], ['happy', 0.1544744074344635], ['angry', 0.07770219445228577], ['tired', 0.061592262238264084]]"
713,"[['calm', 0.4951261281967163], ['sad', 0.4262271821498871], ['happy', 0.15194888412952423], ['angry', 0.08792060613632202], ['tired', 0.06263316422700882]]"
714,"[['calm', 0.4891936779022217], ['sad', 0.42266786098480225], ['happy', 0.15897005796432495], ['angry', 0.08725102990865707], ['serious', 0.05895824357867241]]"
715,"[['calm', 0.4893074035644531], ['sad', 0.4138088524341583], ['happy', 0.1577053815126419], ['angry', 0.08569179475307465], ['tired', 0.05793284252285957]]"
716,"[['calm', 0.4750649631023407], ['sad', 0.41746315360069275], ['happy', 0.16589026153087616], ['angry', 0.0786336213350296], ['tired', 0.05668485164642334]]"
717,"[['calm', 0.45986902713775635], ['sad', 0.4176761209964752], ['happy', 0.16588236391544342], ['angry', 0.07910097390413284], ['tired', 0.05920577794313431]]"
718,"[['calm', 0.4493105411529541], ['sad', 0.4113769829273224], ['happy', 0.16406594216823578], ['angry', 0.0828615352511406], ['tired', 0.06374471634626389]]"
719,"[['calm', 0.4492351710796356], ['sad', 0.4218471944332123], ['happy', 0.1630876064300537], ['angry', 0.08623260259628296], ['tired', 0.06449885666370392]]"
720,"[['calm', 0.44212251901626587], ['sad', 0.4183718264102936], ['happy', 0.17205815017223358], ['angry', 0.10048786550760269], ['tired', 0.062131475657224655]]"
721,"[['calm', 0.4162885546684265], ['sad', 0.3872935473918915], ['happy', 0.17725007236003876], ['angry', 0.11548326164484024], ['tired', 0.05928759276866913]]"
722,"[['calm', 0.4323030114173889], ['sad', 0.3961765170097351], ['happy', 0.16184665262699127], ['angry', 0.10184676200151443], ['tired', 0.06226608157157898]]"
723,"[['calm', 0.42629000544548035], ['sad', 0.38408562541007996], ['happy', 0.1567581444978714], ['angry', 0.09929639846086502], ['serious', 0.058211054652929306]]"
724,"[['calm', 0.40955281257629395], ['sad', 0.3869178593158722], ['happy', 0.179349884390831], ['angry', 0.09577246755361557], ['serious', 0.05600384622812271]]"
725,"[['calm', 0.4167479872703552], ['sad', 0.3884807229042053], ['happy', 0.1949036568403244], ['angry', 0.07490477710962296], ['serious', 0.05031992122530937]]"
726,"[['calm', 0.4343916177749634], ['sad', 0.38698357343673706], ['happy', 0.18725213408470154], ['angry', 0.05708843842148781], ['tired', 0.04318581894040108]]"
727,"[['calm', 0.4543687105178833], ['sad', 0.3888463079929352], ['happy', 0.17778438329696655], ['angry', 0.05423556640744209], ['tired', 0.04770439863204956]]"
728,"[['calm', 0.4551199972629547], ['sad', 0.37176063656806946], ['happy', 0.19384026527404785], ['angry', 0.05255976319313049], ['tired', 0.042475517839193344]]"
729,"[['calm', 0.46261608600616455], ['sad', 0.3759821653366089], ['happy', 0.1933874934911728], ['angry', 0.05003797635436058], ['tired', 0.04152071103453636]]"
730,"[['calm', 0.4529667794704437], ['sad', 0.37284550070762634], ['happy', 0.1953495591878891], ['angry', 0.05048311874270439], ['serious', 0.0413954071700573]]"
731,"[['calm', 0.446571409702301], ['sad', 0.37686866521835327], ['happy', 0.18786196410655975], ['angry', 0.04985702410340309], ['serious', 0.04041977599263191]]"
732,"[['calm', 0.45336079597473145], ['sad', 0.38354945182800293], ['happy', 0.1894903928041458], ['angry', 0.048660021275281906], ['serious', 0.040897954255342484]]"
733,"[['calm', 0.4555690586566925], ['sad', 0.39244377613067627], ['happy', 0.18313215672969818], ['angry', 0.04961699992418289], ['serious', 0.04139811545610428]]"
734,"[['calm', 0.46311143040657043], ['sad', 0.38722121715545654], ['happy', 0.18262392282485962], ['angry', 0.056341271847486496], ['serious', 0.044229257851839066]]"
735,"[['calm', 0.4587346613407135], ['sad', 0.3875322937965393], ['happy', 0.17780397832393646], ['angry', 0.06295496970415115], ['serious', 0.046928565949201584]]"
736,"[['calm', 0.4714363217353821], ['sad', 0.39621180295944214], ['happy', 0.1804492473602295], ['angry', 0.06400641798973083], ['serious', 0.05069075524806976]]"
737,"[['calm', 0.4608040750026703], ['sad', 0.40013840794563293], ['happy', 0.17459999024868011], ['angry', 0.06533532589673996], ['serious', 0.047713398933410645]]"
738,"[['calm', 0.4567737579345703], ['sad', 0.39391592144966125], ['happy', 0.17627926170825958], ['angry', 0.06525537371635437], ['serious', 0.04705120995640755]]"
739,"[['calm', 0.4436015486717224], ['sad', 0.3912588357925415], ['happy', 0.1804305613040924], ['angry', 0.06597390025854111], ['serious', 0.04625936597585678]]"
740,"[['calm', 0.4449949264526367], ['sad', 0.3928441107273102], ['happy', 0.17399324476718903], ['angry', 0.06785937398672104], ['serious', 0.04714854061603546]]"
741,"[['calm', 0.44716790318489075], ['sad', 0.3998059332370758], ['happy', 0.1729831099510193], ['angry', 0.06928184628486633], ['serious', 0.048696957528591156]]"
742,"[['calm', 0.4447537958621979], ['sad', 0.3959129750728607], ['happy', 0.17485591769218445], ['angry', 0.06332326680421829], ['serious', 0.047517381608486176]]"
743,"[['calm', 0.45083433389663696], ['sad', 0.39455094933509827], ['happy', 0.17122167348861694], ['angry', 0.06512432545423508], ['serious', 0.04897768422961235]]"
744,"[['calm', 0.44900673627853394], ['sad', 0.39411163330078125], ['happy', 0.1730094999074936], ['angry', 0.06551358103752136], ['serious', 0.047875795513391495]]"
745,"[['calm', 0.44235506653785706], ['sad', 0.396710067987442], ['happy', 0.1708109974861145], ['angry', 0.06519430875778198], ['serious', 0.04618152603507042]]"
746,"[['calm', 0.44298645853996277], ['sad', 0.3971409499645233], ['happy', 0.17014345526695251], ['angry', 0.06616495549678802], ['serious', 0.04805951565504074]]"
747,"[['calm', 0.4570942223072052], ['sad', 0.396043062210083], ['happy', 0.16841796040534973], ['angry', 0.06774616241455078], ['serious', 0.05105986073613167]]"
748,"[['calm', 0.45227915048599243], ['sad', 0.4014417231082916], ['happy', 0.15773586928844452], ['angry', 0.06801951676607132], ['serious', 0.0517432801425457]]"
749,"[['calm', 0.45452213287353516], ['sad', 0.39913997054100037], ['happy', 0.16311579942703247], ['angry', 0.07374120503664017], ['serious', 0.054272182285785675]]"
750,"[['calm', 0.44866859912872314], ['sad', 0.4167216122150421], ['happy', 0.15767470002174377], ['angry', 0.06616786122322083], ['serious', 0.05068802461028099]]"
751,"[['calm', 0.4449178874492645], ['sad', 0.41750144958496094], ['happy', 0.14882460236549377], ['angry', 0.06628666818141937], ['serious', 0.049766164273023605]]"
752,"[['calm', 0.4411380887031555], ['sad', 0.4204707145690918], ['happy', 0.1382337361574173], ['angry', 0.06377711892127991], ['serious', 0.04810138791799545]]"
753,"[['calm', 0.4359116852283478], ['sad', 0.42076608538627625], ['happy', 0.13050313293933868], ['angry', 0.0625845417380333], ['serious', 0.04739052429795265]]"
754,"[['calm', 0.43140909075737], ['sad', 0.42302706837654114], ['happy', 0.12494200468063354], ['angry', 0.06291402131319046], ['serious', 0.04686679318547249]]"
755,"[['calm', 0.42269718647003174], ['sad', 0.4216108024120331], ['happy', 0.12694253027439117], ['angry', 0.0570530891418457], ['serious', 0.044027697294950485]]"
756,"[['calm', 0.4302142858505249], ['sad', 0.42720723152160645], ['happy', 0.12477129697799683], ['angry', 0.05485622212290764], ['serious', 0.04413146525621414]]"
757,"[['calm', 0.4468822777271271], ['sad', 0.4277993440628052], ['happy', 0.1297166794538498], ['angry', 0.05951434001326561], ['serious', 0.04678929224610329]]"
758,"[['calm', 0.44618332386016846], ['sad', 0.43242183327674866], ['happy', 0.13094240427017212], ['angry', 0.057636670768260956], ['serious', 0.04752789065241814]]"
759,"[['calm', 0.4457987844944], ['sad', 0.438455194234848], ['happy', 0.13305196166038513], ['angry', 0.05487154796719551], ['serious', 0.04621339961886406]]"
760,"[['calm', 0.4389777183532715], ['sad', 0.435641884803772], ['happy', 0.13628505170345306], ['angry', 0.05346162989735603], ['serious', 0.045486848801374435]]"
761,"[['calm', 0.4395325183868408], ['sad', 0.43459033966064453], ['happy', 0.1397576630115509], ['angry', 0.054294224828481674], ['serious', 0.04550408944487572]]"
762,"[['calm', 0.43664276599884033], ['sad', 0.427803635597229], ['happy', 0.13386279344558716], ['angry', 0.05570686608552933], ['serious', 0.04504809156060219]]"
763,"[['calm', 0.45026662945747375], ['sad', 0.43067795038223267], ['happy', 0.13527995347976685], ['angry', 0.059046123176813126], ['serious', 0.04775421321392059]]"
764,"[['calm', 0.4557182490825653], ['sad', 0.4333832561969757], ['happy', 0.12915073335170746], ['angry', 0.062214065343141556], ['serious', 0.05290229246020317]]"
765,"[['calm', 0.4596365690231323], ['sad', 0.43534573912620544], ['happy', 0.13471227884292603], ['angry', 0.06515984982252121], ['serious', 0.05391548573970795]]"
766,"[['calm', 0.4635706841945648], ['sad', 0.4320647120475769], ['happy', 0.13079208135604858], ['angry', 0.06455111503601074], ['serious', 0.053841836750507355]]"
767,"[['calm', 0.46364066004753113], ['sad', 0.42870259284973145], ['happy', 0.12773114442825317], ['angry', 0.06618648022413254], ['serious', 0.05381293222308159]]"
768,"[['calm', 0.4739767909049988], ['sad', 0.4223101735115051], ['happy', 0.13362054526805878], ['angry', 0.06763166934251785], ['serious', 0.054366350173950195]]"
769,"[['calm', 0.47342735528945923], ['sad', 0.41621479392051697], ['happy', 0.13265389204025269], ['angry', 0.06689145416021347], ['serious', 0.05321010947227478]]"
770,"[['calm', 0.46440887451171875], ['sad', 0.4130622148513794], ['happy', 0.1361924260854721], ['angry', 0.05983966588973999], ['serious', 0.04964231327176094]]"
771,"[['calm', 0.4652372896671295], ['sad', 0.4118744134902954], ['happy', 0.13159909844398499], ['angry', 0.06583335250616074], ['serious', 0.05317101255059242]]"
772,"[['calm', 0.46646562218666077], ['sad', 0.4128977060317993], ['happy', 0.1308964043855667], ['angry', 0.06681060045957565], ['serious', 0.05368587747216225]]"
773,"[['calm', 0.46374231576919556], ['sad', 0.4102674722671509], ['happy', 0.1310175508260727], ['angry', 0.06854883581399918], ['serious', 0.05476756766438484]]"
774,"[['calm', 0.4581577777862549], ['sad', 0.4073975086212158], ['happy', 0.13298596441745758], ['angry', 0.061439432203769684], ['serious', 0.050609465688467026]]"
775,"[['calm', 0.45534104108810425], ['sad', 0.40808990597724915], ['happy', 0.13169188797473907], ['angry', 0.05986364930868149], ['serious', 0.05028708279132843]]"
776,"[['calm', 0.44909173250198364], ['sad', 0.4046749770641327], ['happy', 0.133980855345726], ['angry', 0.05640489235520363], ['sleeping', 0.04746467247605324]]"
777,"[['calm', 0.4385471045970917], ['sad', 0.4011234939098358], ['happy', 0.13811911642551422], ['angry', 0.052340198308229446], ['sleeping', 0.04718587547540665]]"
778,"[['calm', 0.4171779453754425], ['sad', 0.3886833190917969], ['happy', 0.13996413350105286], ['sleeping', 0.050187934190034866], ['angry', 0.04994399473071098]]"
779,"[['calm', 0.41393929719924927], ['sad', 0.39075878262519836], ['happy', 0.1393052637577057], ['sleeping', 0.04752160236239433], ['angry', 0.04394154995679855]]"
780,"[['calm', 0.40454018115997314], ['sad', 0.38308441638946533], ['happy', 0.14269889891147614], ['sleeping', 0.047513388097286224], ['angry', 0.04035657271742821]]"
781,"[['calm', 0.40347719192504883], ['sad', 0.3783353269100189], ['happy', 0.14980918169021606], ['sleeping', 0.04779409244656563], ['angry', 0.0401453897356987]]"
782,"[['calm', 0.4169546365737915], ['sad', 0.3866765797138214], ['happy', 0.1481083631515503], ['sleeping', 0.04465647414326668], ['angry', 0.03933602571487427]]"
783,"[['calm', 0.41458794474601746], ['sad', 0.40027064085006714], ['happy', 0.13891072571277618], ['sleeping', 0.04792988672852516], ['angry', 0.0372350849211216]]"
784,"[['calm', 0.4212748110294342], ['sad', 0.40178266167640686], ['happy', 0.13801683485507965], ['sleeping', 0.04998137801885605], ['angry', 0.03919745981693268]]"
785,"[['calm', 0.4235953092575073], ['sad', 0.40698981285095215], ['happy', 0.13763539493083954], ['sleeping', 0.04987844452261925], ['angry', 0.03950659558176994]]"
786,"[['calm', 0.42849722504615784], ['sad', 0.4073646664619446], ['happy', 0.1349431872367859], ['sleeping', 0.05091121792793274], ['angry', 0.04193339869379997]]"
787,"[['calm', 0.4343716502189636], ['sad', 0.40871965885162354], ['happy', 0.13046854734420776], ['sleeping', 0.051418036222457886], ['angry', 0.036207981407642365]]"
788,"[['calm', 0.44131940603256226], ['sad', 0.4099508225917816], ['happy', 0.12627053260803223], ['sleeping', 0.0546259768307209], ['angry', 0.03645411133766174]]"
789,"[['calm', 0.4548368453979492], ['sad', 0.4150407910346985], ['happy', 0.1244182363152504], ['sleeping', 0.05065106600522995], ['angry', 0.03949674591422081]]"
790,"[['calm', 0.459229439496994], ['sad', 0.4249565303325653], ['happy', 0.12657202780246735], ['sleeping', 0.04650316387414932], ['angry', 0.042002636939287186]]"
791,"[['calm', 0.4647914469242096], ['sad', 0.43124574422836304], ['happy', 0.12359637767076492], ['sleeping', 0.04625973477959633], ['angry', 0.04435333237051964]]"
792,"[['calm', 0.4606536626815796], ['sad', 0.427829384803772], ['happy', 0.11904455721378326], ['sleeping', 0.047270141541957855], ['angry', 0.044209688901901245]]"
793,"[['calm', 0.46348533034324646], ['sad', 0.4141421318054199], ['happy', 0.1190619096159935], ['sleeping', 0.053669143468141556], ['angry', 0.04627566412091255]]"
794,"[['calm', 0.4583786129951477], ['sad', 0.4106401205062866], ['happy', 0.12608541548252106], ['sleeping', 0.05337133631110191], ['angry', 0.046033043414354324]]"
795,"[['calm', 0.4596792757511139], ['sad', 0.41468319296836853], ['happy', 0.13171623647212982], ['sleeping', 0.048686299473047256], ['angry', 0.04568634554743767]]"
